,DOC_ID,LABEL,RATING,VERIFIED_PURCHASE,PRODUCT_CATEGORY,PRODUCT_ID,PRODUCT_TITLE,REVIEW_TITLE,REVIEW_TEXT
5207,5208,__label1__,5,N,Books,1609710010,CNOR Exam Flashcard Study System: CNOR Test Practice Questions & Review for the CNOR Exam (Cards),Preoperative Test Prep in the Cards,"You are just a flashcard away from great test prep. In this system of flashcards, get ready to explore CNOR test prep a little bit differently. Flashcards offer you the opportunity to reviews lots of information in a short amount time so that you can retain said information. Just grab a flashcard and get going.<br /><br />This flashcard system is very simple in design, so you do not have to worry about figuring out the packaging before you get started. They are setup on a simple format that is easy to follow and go through. Although the flashcards follow the study guide, you do not have to worry about the extra information like bonus material and tips and tools. Of course, those are valuable and needed. However, this set of flashcards allows you to get to the meat of the material by only offering study content on each card.<br /><br />What is that study content? Through this set of cards explore, patient assessment and diagnosis, expected outcomes and plan of care, intraoperative activities, communication and much more. As indicated by the subject matters, there is much to review through the flashcard set. However, do not feel that you must review each card in order. Go through the cards by analyzing what you do not know, what you want to review, and what you have mastered.<br /><br />These cards speak volumes when it comes to preoperative care and the surrounding components. Make sure you listen well to acquire success on the exam."
5213,5214,__label1__,5,N,Books,1617952141,Four Blood Moons: Something Is About to Change,Really Consider this book,"Pastor John Hagee carried the text and detail of this book very well. Everything in this life is perception and nothing more, so if you'd like another viewpoint that you might not have considered before, you're sure to enjoy reading this book. Read if for the reading aspect of it if nothing else!"
5220,5221,__label1__,5,N,Books,988659867,An Operation of Cooperation (A Sami and Thomas Adventure),Very well written and educational!,Our kids at MyAmericanKds.com love the Sami and Thomas series.<br />I personally found them very well written and educational.<br />We receive the entire collection for our library and kids are always looking for to get their hands on Sami and Thomas.
5240,5241,__label1__,5,N,Books,1476730628,The Promise of a Pencil: How an Ordinary Person Can Create Extraordinary Change,Perfect book to share with your family,"I strongly recommend this book to any parent hoping to teach their children about how they can make the world a better place. Reading this book is the perfect shared experience for a family. Adam's story not only shows how one person can create a massive impact, but it also illustrates how both his successes and failures where necessary parts of his journey. It is a easy read that will inspire great dinner table conversations. I am gifting this book to all the members of my family."
5267,5268,__label1__,5,N,Books,031623480X,"Grain Brain: The Surprising Truth about Wheat, Carbs,  and Sugar--Your Brain's Silent Killers","Very interesting, learned a ton","It's been a long-known fact that grains and other processed additives are not the best for us to be ingesting, and just because I'm already on the path to healthier lifestyle, I didn't get much new information from this book. I really got this as another informative read to have on my shelf to swap with friends. Perlmutter designs an engulfing narrative with this one."
5270,5271,__label1__,5,N,Books,1843100983,"Freaks, Geeks and Asperger Syndrome: A User Guide to Adolescence",Must Read,"I would recommend this book to parents, teachers and especially Autistic kids, no matter where they are on the spectrum. Luke not only provides invaluable insight into how AS affects his life, but how Autism affects the lives of his two younger brothers. He also provides helpful, bullet point, lists on how to manage everything from sleeping, homework and even dating.<br /><br />The title is quite apt, because this is truly a guide to handling many of the challenges teens with Autism face on a daily basis.<br /><br />Additionally, I would recommend this book to any authors attempting to write fictional stories featuring Autistic characters. Luke breaks down a lot of stereotypes prevalent in pop culture today.<br /><br />He is witty, optimistic and has a great deal insightful in to human social behavior. His sense of humor is charming and very relatable. I personally found his unique perspective on the subtly of language and contradictions in social expectations to be enlightening.<br /><br />This book a fun, informative read. I really cannot recommend it enough."
5279,5280,__label1__,5,N,Books,1483971910,Fernando de Magallanes: El Hombre y su Gesta (Spanish Edition),Aventura en biografia,"Mi biógrafo favorito es Zweig, así que perdóneme si soy un tanto parcial. Este libro te narra la vida de Magallanes de una forma humanista. Al final del libro sientes que conoces al protagonista profundamente. Zweig unió en este libro la historia con la aventura y me mantuvo atento desde el principio al final."
5282,5283,__label1__,5,N,Books,689842090,Romiette and Julio,This reverse love story of Shakespeare's most famous play tells the story ...,"This reverse love story of Shakespeare's most famous play tells the story of Julio and his beloved Romiette. They meet in an online chatroom and find out they go to the same high school. When a local gang, &#34;The Family,&#34; A.K.A. The Devildogs, find out Romiette and Julio are dating, they don't approve. Romiette and Julio try to ignore them, but the Devildogs take things too far.<br />  This book was amazingly written. I can't really think of anything else to describe it. It wasn't too sappy and it wasn't too violent. Beautiful love story and amazingly written. Enough said."
5297,5298,__label1__,5,N,Books,1495320448,"My Grain & Brain Cookbook: 101 Brain Healthy and Grain-free Recipes Everyone Can Use To Boost Brain Power, Lose Belly Fat and Live Healthy: A Gluten-free, Low Sugar, Low Carb and Wheat-Free Cookbook",Recipes go well with my Grain Brain Book,"I am delighted to discover that this cookbook can genuinely be used with my Grain Brain book. So far, so good for the recipes that I cooked. Even my kid liked it. I would definitely recommend this work."
5301,5302,__label1__,5,N,Books,970493126,Fat Fast Cookbook: 50 Easy Recipes to Jump Start Your Low Carb Weight Loss,very informative and useful,"This is a very good book for people trying to maximize the effects of a low-carb / Atkins diet. The recipes were very easy to follow and stays true to the tenets of a high-protein diet. And beside, any book that has a big slab of pork belly on the cover definitely deserves to be picked up."
5310,5311,__label1__,5,N,Books,1118482220,Accounting For Dummies,Will Help You Get Started in Accounting,"My husband and I use Quickbooks for our small business and I'm fairly good at it. By that I mean that I can enter what I'm supposed to enter where I'm supposed to enter it so that at the end of the year our accountant can make sense of it all, but I've never really understood accounting. I was taught how to use the program and I just do it.<br /><br />However, now that I've got this book I'm beginning to understand just what it is that I've been doing. This book starts off simple than moves you into the more difficult aspects of accounting. It's written so anybody can understand it and it's not boring at all. If you want to get started in accounting, this book for dummies (hey, I'm no dummy) will really help you."
5312,5313,__label1__,5,N,Books,1619613026,The Pop Up Paradigm: How Brands Build Human Connections in a Digital Age,Incredible window into the world of pop ups!!,This book is exactly what I was looking for to help me understand the world of pop ups. I've been searching everywhere but there doesn't seem to be any book that gives a good explanation! I'm so thankful that this finally exists :)
5315,5316,__label1__,5,N,Books,1609716973,FPGEE Flashcard Study System: FPGEE Test Practice Questions & Exam Review for the Foreign Pharmacy Graduate Equivalency Examination (Cards),Foreign Pharmacy in Flashcards,"After understanding the ins and outs of testing registration and the outline of the exam, you may just want to spend some time with the material itself. This flashcard collection will take care of that. It gives you all the study content you need for the exam. It outlines four areas that will be on the exam. These include basic biomedical science, pharmaceutical sciences, social, behavioral, and administrative sciences, and clinical sciences."
5317,5318,__label1__,5,N,Books,1936608758,Practical Paleo: A Customized Approach to Health and a Whole-Foods Lifestyle,Paleo Start,"If you didn't know how to go about making a serious diet change, this paleo diet guide should be of great use to you if you're thinking paleo is the right way to go. Getting back to an “original” diet can do tons for your body and mind. There's so many different recipes to try, and also all types of pertinent information that you might not have known!"
5326,5327,__label1__,5,N,Books,1496002296,How to make hash oil,I recommend it?,"I was looking for the book like this one! It is very easy to read, simple to understand and it has decent price."
5329,5330,__label1__,5,N,Books,069235803X,"Imagine Potential: Imagining Your Possibilities and Reaching Your Full Potential, a Life Coaching Guide to Success",This guide book is PERFECT for girls!,This book really gets the message to young women that need that extra push! straight to the point and handy!
5336,5337,__label1__,5,N,Books,160971122X,AEPA Special Education: Early Childhood (23) Secrets Study Guide: AEPA Test Review for the Arizona Educator Proficiency Assessments,Use the guide to help you study,"If you are getting ready for this test, there's no shame in admitting that you need a little help getting ready.  This guide can give you all of the help you need.  The guide has all of the details in it that you need to know for the test.  And everything is organized and ready for you to study it.  The guide can help you study simply and easily and with all of the right details so you don't leave anything out.  It also has test taking tips and even study secrets to set you on the right path.  And you will enjoy the practice questions at the end of the guide as well."
5342,5343,__label1__,5,Y,Books,1475177194,Evie's Knight,Evies Knight. Review,"I loved Evie,s Knight!  I could not put it down once I started it!  It is a darling love story!  I felt all the joy and sorrows as I read it.  I am amazed with the author, Kimberly Krey!  It is a book for all ages which is very rare these days.  I love the stories of Evie and Calvin's lives and the connection they have.  As I read this book I totally envisioned every bit of it and was taken away on a great adventure!  I loved, loved, loved it!"
5361,5362,__label1__,5,N,Books,013299674X,Financial Analysis for HR Managers: Tools for Linking HR Strategy to Business Strategy,Best For Those Who Work in HR Departments,"I have never worked for a company large enough to have an HR Department and in the few small business that I've run in my life, I didn't have one, but then I've never had more than three employees to deal with and when they didn't like how things were going, they told me directly.<br /><br />However, if you work for a large company and want to advance, this might be a good book for you. If you're in the HR department of such a company it should probably be required reading. This book explains the value of employees to a company and thus the HR department. Money spent on HR is not money down the drain, but money well spent the author argues and from what I've read of his book, he's probably right."
5389,5390,__label1__,5,N,Books,345535529,"George R. R. Martin's A Game of Thrones 5-Book Boxed Set (Song of Ice and Fire series): A Game of Thrones, A Clash of Kings, A Storm of Swords, A Feast for Crows, and A Dance with Dragons",great book great series,"Having read the first book only made me want to read the next, the book is well written and it is really unpredictable it really keeps me on my toes, its a great book to read and not for the faint of heart"
5403,5404,__label1__,5,N,Books,1476751447,Hard Choices: A Memoir,Recommend!,"Why so many people rate this book with one star only?!<br />I'm so confused! As a woman, she can reach her place, it's really rough especially in this American society!<br />I admire Hillary, and this book had expounded her ambition on politics."
5408,5409,__label1__,5,N,Books,096794712X,Tsiyon Edition Targum Isaiah In English with Parallel Jewish and Christian Texts,Wow!,"This is the best and my most favourite book ever! Dawn has done a beautiful job laying out the three texts side by side so you can easily cross reference them. Compared to the rather extortionate price of other Targums, Tsiyon Edition Targum Isaiah is very reasonably priced and worth every penny. The text itself really highlights the divinity of our Messiah and the overarching story of the Remnant of Israel which must return to the land. Every time I read this book I glean something new! Plus, the cover has a wonderful velvety feel to it, super important if you are a lover of books :)"
5409,5410,__label1__,5,N,Books,985231505,Daughter of Africa,Daughter Of Africa,"Daughter Of Africa By Adley Jean and Tracy Sainvil-Joslyn is a fresh look into the life of an African princess. The main character Ailema Naej (Inspired by the cousin of the authors Amelia Jean), leaves the comforts and fortune of royalty in Africa for hopes of a better education in The United States of America. To Ailemas surprise she receives a rude awakening!? The Illustrations are original and contemporary. Unlike anything we have seen in the industry thus far.<br /><br />""Daughter Of Africa teaches children to have self respect, and confidence for themselves and their culture""-Adley Jean<br /><br />""Daughter of Africa is an esquisite tale of race, cultural pride and mental freedom. I really enjoyed reading this story and look forward to reading it to my children in its newly published form. I will definitely affirm that schools across the nation will scramble to get this book in their libraries. Tum Tum Publishing is making way in introducing and connecting children to genres such as realistic fiction.""- TSaidah"
5415,5416,__label1__,5,N,Books,345544943,Leaving Time (with bonus novella Larger Than Life): A Novel,Highly recommended,"&#34;I loved the sub-story about elephants and the premise that they grieve much like human beings. Picoult won my heart forever by infusing so much of the story with the illuminating world of elephants and their life in captivity and in the wild. Her novel is about a teenage girls search for a mother that disappeared from her life when she was three years old. Jenna is supposed to be thirteen, however, disappointingly, throughout the book her savvy insights seem far older. Teaming up with a deadbeat detective and a kooky psychic they set out to solve the ten year old mystery of her mother, Alice's disappearance.<br />&#34;"
5426,5427,__label1__,5,N,Books,1493573934,The Unofficial Plants vs Zombies Adventures Guide: Download the Game for Free & Become an Expert Player!,Pefect for my son,"My son is obsessed with this game but only allowed to play short periods of time each day so this book is perfect. It's good &#34;bait&#34; for young readers as the more they read, the better they are at the game.He loves it and i'd much rather him spend his time reading."
5428,5429,__label1__,5,N,Books,1610728734,Certified Six Sigma Black Belt Exam Secrets Study Guide: CSSBB Test Review for the Six Sigma Black Belt Certification Exam,Hi-Ya! Test Prep,There's nothing like accomplishing your certification for the Six Sigma Black Belt. This study aid will help you get through the chops and kicks of test prep. Use this guide to reveal secrets to study preparation. Keep this guide handy for jotting down notes. Take advantage of the special reports including the bonus material. One special report will help you with test anxiety and another with retaking the exam.
5430,5431,__label1__,5,N,Books,804139296,"Zero to One: Notes on Startups, or How to Build the Future",Great,"Good book. Interesting stories of the experiences of PayPal founder Peter Thiel. Interesting discussion about what it takes to make really innovative, prosperous companies with what Thiel describes as monopolies. His definition of monopoly is a company that creates something really new and innovative, not a company that has secured legal protection of some sort. Thiel says to create a blowout start up, one must create something really new, not just copy someone else's success. The next Zuckerberg will not create a social networking site. The next Gates will not create an operating system. They will create a new product that will launch a whole new category of product and they will continue to innovate and be productive for years and hold onto their monopoly status by bringing something new to the table, not just rehashing old ideas or products"
5432,5433,__label1__,5,N,Books,1609714911,CPHQ Exam Flashcard Study System: CPHQ Test Practice Questions & Review for the Certified Professional in Healthcare Quality Exam (Cards),A Professional's way of Studying,"This collection of flashcards corresponds to the study guide for the CPHQ exam. This flashcard system is designed to help testers get key points to the upcoming exam through a flashcards method that groups test information by subject matter or testing concepts.<br /><br />This set of flashcards is divided into several concepts, seven pillars of quality, management and leadership, information management and more. Some cards present the definitions as a group of words. Again, these concepts are separated per flashcard and go over things like strategic and operational planning, design and data collection, and communication.<br /><br />There is no wrong way to use these flashcards. They are not designed to follow any particular procedure. Therefore, the studier has the choice to go through the cards in best way they see fit. They can be used in group or individual study. You can also use them along with other study resources.  It is ideal to hit certain concepts that may be unfamiliar or difficult at first. This will allow testers to develop a better knowledge base. There are several flashcards in this system so it makes for valuable study time. There is also room to write additional notes on the flashcards.<br /><br />This is a good set of flashcards to help those preparing for the CPHQ exam. They cover several concepts through a simple system. This set offers an easy way to study what could be a complex subject."
5433,5434,__label1__,5,N,Books,147675666X,We Are Not Ourselves: A Novel,Excellent!!!,"I don't throw around words like brilliant very often, but this debut novel is it. I kept asking myself...how does he do it? This gentleman bravely chose to write in the first person a woman's life from childhood to older age. She experiences everything from an alcoholic mother, to a husband with early onset Alzheimer's disease. This was amazing in its depth and insight. Nothing about this book was easy material, and he wrote it with such delicacy. Sad topics like Alzheimer's can come off overwrought, but not here; he dealt with it with dignity and humanity. The most impressive thing was his ability to be so immersed in the female mind as the main character. I feel like authors spend entire careers trying to do what he accomplished in his first novel. I hope he keeps writing, because I will be a reader of his for many years to come"
5451,5452,__label1__,5,N,Books,393071588,"Weird Life: The Search for Life That Is Very, Very Different from Our Own",Fascinating!,"This is definitely the most interesting book I have read this year. It exceeded my expectations. I thought it would be primarily be about ""extremophiles"" or organisms that live in extreme environments here on earth. However, it gave a great overview of the possibilities for life forms based on completely different chemistry (for example silicon based) with a lots of fascinating info on the potential for extraterrestrial lifeforms. Highly recommended!"
5460,5461,__label1__,5,N,Books,1457517604,Treat Your Own Iliotibial Band Syndrome,excellent !!!,"It has clear, straight-to-the-point instructions on what to do and how to do it. Iliotibial Band Syndrome is an illness wherein the Iliotbial Band present in your knee causes various problems, especially severe knee pain.t explains the problem in words that anyone understand. Since most people who suffer from this injury are very active they can be very frustrated with the pain and restriction of movement."
5467,5468,__label1__,5,N,Books,956686419,The Anointing,MUST READ!!,I own all of Dr Pattico's books and he has a unique ability to write so that anyone can understand. I really believe that the supernatural is still possible and not only did The Anointing give me the information to support my belief but helped me to walk in it! YES - THIS BOOK!
5469,5470,__label1__,5,N,Books,9527114357,Feline Fascinations: The Adventures of Boris and Olga,Such a wonderful book. You should read this!,"Wow! Personally, I think this is one book that will be enjoyed by everyone no matter your age is. If you are an animal lover, it will be a perfect read for you. I love all the characters here especially Boris, Olga, Charlie and Gus. They are all very different from one another but that's what made this story more interesting. It has a lot of moral lessons to tell so, I think it'll be a really great read for kids. It shows how wonderful love is between humans and animals. Also, it gives the feeling of hope. No matter how tragic your life had become, it'll be change one day just like what happened to Boris and Olga. They both had a terrifying past but sooner or later, they found a loving family that gives them all the love and caring that they need and they are also able to experience lots of exciting adventures that they really enjoy. After reading this book, I feel more inspired to love animals more. It made me want to have a real life Boris, Olga, Charlie and Gus to take care of. It really is a great book. I highly recommend it."
5470,5471,__label1__,5,N,Books,1939731127,"Gartner and the Magic Quadrant: A Guide for Buyers, Vendors and Investors",Great read,"Great work of research and intellect &#34;Gartner and the Magic Quadrant: A Guide For Buyers, Vendors and Investors&#34;. It is the ultimate all round guide and eye-opener to great investment opportunity and knowledge."
5475,5476,__label1__,5,N,Books,B004VRWP9W,Series 66 Exam Flashcard Study System: Series 66 Test Practice Questions & Review for the Uniform Combined State Law Exam,A Series of 66 Flashes,"Study material abounds in the world of test prep. However, what do you think about studying through flashcards? Flashcards can be set up for almost any testing situation. The Series 66 exam is no different. Take these flashcards and discover economic factors and business information, investment vehicle characteristics, and client investment recommendations and strategies. In a series of flashcards have the content down to pass the exam."
5483,5484,__label1__,5,N,Books,451163966,One Flew Over the Cuckoo's Nest,dramatic page turner,i highly recommend this book. it has  great twists and surely will keep you on the eedge of your seat. definitely a page turner worth reading.
5487,5488,__label1__,5,Y,Books,578140462,The Perfectly Purple Sneakers,"This book is fun, inspiring","This book is fun, inspiring, and heartwarming.  Great story and adorable pictures. My daughters love it  and we read it almost every day.  They want to wear purple sneakers just like Juliette and do what she does in the story - &#34;I twirl left, I twirl right. I jump high, I kick low.  I want to wear these sneakers everywhere I go!&#34; I guarantee you and your children will love this book."
5497,5498,__label1__,5,Y,Books,1469912902,Who Said It Couldn't Be Done,Diamond From The Rough,"Written by Rhea A. Banks, A raw, blatant, disturbing, inspiring story to read....,<br /><br />It is very hard to rate this book as this is someone's life, who's to say what rating it should have as it just is. I give this novel a 5 stars for its honesty and thoroughness. I give 5 stars to the gift of experiencing this raw, blatant, disturbing, inspiring story. I give this story a 5 stars because of the survival and triumph. I give this author 5 star for sharing her story and living through it!!"
5509,5510,__label1__,5,N,Books,034580404X,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),Couldn't Put it Down,"&#34;be warned before you read this that these books ARE NOT for everyone. I liked them and thought that it was well written from the main characters point of view, (though with some parts its kinda hard to believe though but its fiction, people!) some parts were not my cup of tea but i read em anyways.. i have read more graphic books than this..<br />while i am not going to tell you anything about the story itself(go to any of the ebook sellers and read a sample, if it hooks you in then you just might like it) I found myself hooked into the story and I recommend it.... the choice in the end is up to you!!! I give it 5 stars!! &#34;"
5519,5520,__label1__,5,N,Books,1627330968,ILTS Social Science: History (114) Exam Secrets Study Guide: ILTS Test Review for the Illinois Licensure Testing System,Secrets in Social Science,"Here in is the guide you will find all the information you need in relation to the ILTS Social Science: History. This guide allows you to take your time or move through it at lightning speed. Either way it is up to you. There is a variety of tools to discover through this guide. During your discovery, you will open secrets and a few special reports."
5522,5523,__label1__,5,N,Books,1482355477,CNA Exam Prep: Nurse Assistant Practice Test Questions (Exam Prep Series) (Volume 1),Easy to understand,"The book is incredibly well-written and easy to understand, and the questions are just what I needed to help my wife study for what she says was the most important test in her life. I've purchased other books from Jane John-Nwankwo before, so purchasing this book from her was a no-brainer. When my wife took the test in June, she was well-prepared and said she felt really relaxed because she basically knew what the exam was going to consist of. For that alone, I recommend the book, but all of the other reasons I mentioned help! Great study tool."
5529,5530,__label1__,5,Y,Books,486297268,Old-Time Christmas Angels Stickers (Dover Stickers),Pretty,"These stickers look nice.  Come in a little booklet with pages on which the stickers come affixed.<br />These will be a nice stocking stuffer for family members.  Plan on giving them as an add on gift for a relative whose mom likes angels.<br /><br />You don't get many, however they are a good size with nice details.  I like the nostalgic images, they are attractive."
5533,5534,__label1__,5,N,Books,1612962467,In the Footsteps of Iskandar,An excellent story,"This book is an excellent story. I have really enjoyed it so much, I strongly recommend it.A great collection so far."
5540,5541,__label1__,5,Y,Books,1576752356,Goals!: How to Get Everything You Want Faster Than You Ever Thought Possible,A book everyone should read,"Big fan of Brian Tracy, Bigger fan of this book. Anyone in Sales... let me rephrase, &#34;EVERYONE&#34; should read this book.  Loved it."
5544,5545,__label1__,5,Y,Books,1250055393,Becoming Jinn,You will WISH you read this book,"Becoming Jinn is a beautifully crafted, carefully written tale of 16-year-old Azra who has what we all think we want -- the power to grant wishes (and I say this as a completely biased husband of the author but I assure you, every word is true). Azra is a smart, funny, caustic, bedeviling, and one-of-a-kind character rarely seen in YA.<br /><br />When the silver bangle is clasped around her wrist that provides this power, it's the final straw in a lifetime fighting the inevitable servitude that this precious gift will truly entail. Azra descends from a long line of Jinn -- what we refer to as genies -- and a strong incident in her past has turned her away from magic, her Jinn heritage, and her Zar sisters. Finally unable to escape, Azra is faced with the dilemma of becoming Jinn in a world of humans who she must hide her powers from and yet live among, including the terrific and self-depreciating Henry across the street and her lifeguard crush Nate. Azra must navigate the increasingly complicated world she now inhabits, learning magic, hiding her true self from her friends, and avoiding the Afrit, who rule over the Jinn and keep the wish-granting Jinn and their mothers separated from the males. As Azra's first-person tale unfurls, the author is able to demonstrate the frustration, fear, and confusion we all faced as teenagers and journeyed toward adulthood, jockeying for position, affections, and our rightful place, all with Azra's wry sense of humor and wit, which punctuates the book throughout. The book builds momentum to an unstoppable pace, beginning with Azra's birthday, through her wish-granting, and ultimately to the incidents that bring her full circle in her journey of accepting being Jinn. Barreling to the end, you will finish demanding that book 2 be released much sooner than April 2016!<br /><br />This is a triumphant debut by an author with a particular talent for creating believable and relatable characters, accurate dialog, and terrific turns of phrase. Even if the author wasn't my wife, I would recommend the book to anyone who loves good characters, humor, and a well-executed tale."
5548,5549,__label1__,5,N,Books,162634115X,MAGIC: Five Keys to Unlock the Power of Employee Engagement,Quick read and well researched...,"You don't have to be in a managerial position to enjoy what this book has to offer. Not only was it well researched, but it was a quick read with useful information on how to unlock the keys of my own personal engagement."
5550,5551,__label1__,5,N,Books,1460968999,Atavistic Metamorphosis: A NEW AND LOGICAL EXPLANATION FOR THE ORIGIN AND BIOLOGICAL NATURE OF CANCER: With a discussion on a novel approach to treat cancer,The much sought-after secret of cancer!,The author has a great argument. I enjoyed reading this book and have recommended it to several people. Thank you Dr. Arguello for the help given to cancer patients.
5569,5570,__label1__,5,N,Books,1609717368,FTCE Marketing 6-12 Flashcard Study System: FTCE Test Practice Questions & Exam Review for the Florida Teacher Certification Examinations (Cards),The market is hot for these cards,"If you want something that will really help you with marketing and with the test you have to take, these cards are perfect for your situation.  The cards have all of the information on them that you need to know for the test.  And they're simply great at marketing in general so if you need to refer back to them in the future for some information, they'll still be there for you.  IF you want to make sure you do well on the test, you will want to spend a lot of time with the cards to make sure you know everything on them."
5570,5571,__label1__,5,N,Books,1612060366,Working in Sync: How Eleven Dartmouth Athletes Propelled Their College Sports Experience into Professional Excellence,"Great Lessons for Businesses, Entrepreneurs and Leaders","Working In Sync is teeming with narratives on how an unlikely crew overcame various obstacles to find success, not only as a Dartmouth crew team but throughout their lives and careers.  Mitchell's quick paced, meaningful accounts and useful exercises stay with you well after you've read them.  You'll discover how rapidly approaching buoys reveal levels of trust, as well as the importance of culture and ""throwing the coxswain.""  There are a lot of great concepts that apply to every walk of life."
5580,5581,__label1__,5,N,Books,B00GT1B8HS,"TEAS Test of Essential Academic Skills, TEAS Study Guide Nursing; 3,000 Sample Questions Simulation Software; TEAS®",covered,"Overall it covered most topics and made it easy to understand and remember. If you are taking the test, definitely buy this book."
5584,5585,__label1__,5,Y,Books,991388313,SAT Grammar Workbook (Advanced Practice Series) (Volume 2),It works.,"To be perfectly honest, I used to be really bad at grammar. I absolutely hated trying to learn grammar and i still hate it now. But book let me get a full score on the grammar section even though I hate grammar with a passion. This book does its job really well."
5586,5587,__label1__,5,N,Books,1476722110,Leggy Blonde: A Memoir,Wonderful book!,"Wonderful book and wonderful woman! Aviva writes with depth, compassion and earthiness. No bs here! And no tv editing! Highly recommend."
5590,5591,__label1__,5,Y,Books,679431004,"The Architecture Pack : A Unique, Three-Dimensional Tour of Architecture over the Centuries : What Architects Do, How They Do It",What a wonderful learning tool,What a wonderful learning tool! This book is a must for anyone interested in architecture and pop up books.
5593,5594,__label1__,5,Y,Books,689711034,Stone Soup (Aladdin Picture Books),A favorite book,This is a great story for young children.  This is  Caldecott book too.  I like reading several versions & have children compare/contrast.  We always cook &#34;stone soup&#34; afterwards.
5594,5595,__label1__,5,Y,Books,1499719566,JFK Assassination Colorized Images,details outstanding,I didn't know about this at first .I just can't believe how detailed the facts are. If you are a JFK fan it is a book (books)for you .They will make great gifts for the enthusiast and  awsome table top books.
5601,5602,__label1__,5,N,Books,1481976850,Libera Tu Poder Creativo: Guia Definitiva para Prosperar y Trabajar en Cualquier Economia Sin Importar el Lugar Lugar (Volume 1) (Spanish Edition),Descubri Mis Talentos y Mis Habilidades,"[[VIDEOID:mo3LVVAW0LVYN8Y]][[ASIN:1481976850 Libera Tu Poder Creativo: Guia Espiritual para Prosperar y Trabajar (Volume 1) (Spanish Edition)]]<br /><br />Realmente Teresa me enseño paso  a paso como manejar una entrevista, como  sacar a flote mis habilidades y mostrarlas durante la conversación, para darle la seguridad al empleador de que yo era la candidata ideal para el puesto. Mi vida realmente era un caos, ahora trabajo en lo que me gusta. Gracias!"
5617,5618,__label1__,5,N,Books,1609714350,CNRN Exam Secrets Study Guide: CNRN Test Review for the Certified Neuroscience Registered Nurse Exam,Secrets for Neuroscience Nursing,"You want to be a nurse in neuroscience so that must mean you are a smart cookie. However, you can use some tips, perhaps some secrets to help you get through the whole ordeal of test prep. This guide will cover testing tips, secrets of course, a general strategy section, and a practice test with an answer and explanation key. There is also a special report on bonus material that any future nurse will find enlightening."
5623,5624,__label1__,5,N,Books,1118350634,Fabricated: The New World of 3D Printing,Perfect book for 3D printing business!,"I decided to splurge of a selection of 3D printing books to get me up to speed with this exciting new technology, but I am afraid that this was the weakest. The writing style is OK but at just 40 odd pages, there is no real depth. Instead, I much preferred 'Fabricated' by Hod Lipson, which is nearly 300 pages and much better value."
5624,5625,__label1__,5,N,Books,190614463X,Make Your Own Living Trust & Avoid Probate,informative,"The book is very informative, up-to-date and easy to follow and will certainly aid you in the creation of your trust. The creation of a trust is essential to ensure the costly approach of probate can be avoided. Having a previous experience where my fathers estate was virtually wiped out due to probate, I cannot stress how important a trust is. His estate was valued just over $105k, I received around $17k after probate. Probate costs work off the gross value of the estate not the net. I will ensure this dreadful experience is not passed on to my family.<br /><br />The forms themselves are easy to follow with a good set of instructions. They can be downloaded or are available on the CD-Rom which accompanies the book. Each trust has a binding arbitration clause to ensure where beneficiaries contest your decisions, they effectively agree to receive almost nothing. Having visited an attorney, this was highly recommended so it was a relief to see this contained in the forms"
5633,5634,__label1__,5,N,Books,1508450420,Fifa 15 Ultimate Team Game Guide,best for beginners,"I am beginner in gaming like fifa , this book really help me to play different levels of fifa.<br />Now I can enjoy gaming and I know the each function of game and best thing is its have lots of tricks to play like a professional."
5639,5640,__label1__,5,N,Books,1442433701,"Click, Clack, Moo: Cows That Type",interesting,This is a frankly interesting book in my opinion. It definitely gives a fresh perspective to what you have as likely as not.
5655,5656,__label1__,5,N,Books,1499203160,Saltwater Fish and Reef Tanks: From Beginner to Expert,Very informative!,"This book is a great source of information to people new to the hobby. From choosing tank sizes to picking livestock, and even building a refugium, this book will certainly take you from beginner to expert."
5656,5657,__label1__,5,Y,Books,1463694822,Of Martyrs And Marigolds,The untold story of the birth of Bangladesh,Of Martyrs and Marigolds lays out the history of the Bengali nation rising out of the ashes of East Pakistan. The story sent chills down my spine. The Pakistan army's horrific massacre of the Bengalis  and the killing of Urdu-speaking people by the Bengalis need to be looked at together. While the atrocities by the Pakistan army has been told and re-told this is the first well written account of both sides of the story. No one wins when innocent blood is shed. The novel is one that should be read by all those who abhor war and violent political conflict.
5664,5665,__label1__,5,N,Books,160971301X,Certified Diabetes Educator Exam Secrets Study Guide: CDE Test Review for the Certified Diabetes Educator Exam,A Sweet Study Deal,"As a diabetes educator, you will hold the tools to aide your clients/patients with managing their diabetes condition. Should not you as the educator educate yourself? Of course, you should. Just look to this guide as your test advisor. It will take you through the testing objectives. It will give you many tips on testing, including a video. It affords the opportunity to take a practice test so that you can show your newly polished study skills."
5696,5697,__label1__,5,N,Books,811879542,Press Here,Good,"I was pressed to read this book. Ha! I wasn't expecting to like it but I ended up loving it. It's very clever. I like that children's/readers' actions “write the book"" and that it's an enjoyable activity, and that it helps young kids with fine motor skills, and counting skills and with learning colors, and directions (left, right, up, down). As readers follow the directions, it will seem to them that they are creating what's on the next page. What a great idea!<br />This is a very entertaining, interactive book, and at the end kids are invited to read again, and will likely want to read (play) again."
