,Unnamed: 0,DOC_ID,LABEL,RATING,VERIFIED_PURCHASE,PRODUCT_CATEGORY,PRODUCT_ID,PRODUCT_TITLE,REVIEW_TITLE,REVIEW_TEXT,DEGREE_0.25,DEGREE_0.50,DEGREE_0.75
220,7163,7164,__label1__,5,N,Grocery,B00FPGLMLA,"Lindt Excellence 85% Cocoa Extra Dark Chocolate, 3.5 oz (Pack of 6)","you're much better off trying trying to find ""natural"" chocolate if you ...","I was inspired to go out and buy this bar by research released by Harvard this past march about the health benefits of flavanoids in cocoa. I just went out and picked up the bar with the highest cocoa content assuming I'd be getting a the highest dose of flavanols (the class of flavanoid that is found in cocoa)... after a little more research though, I realized I'd picked the wrong brand for that. Looking at the ingredients, you'll see that the cocoa is &#34;processed with alkali&#34; (aka Dutch processed chocolate). Apparently, 60-90% of flavanoids are removed during Dutch processing (according to wikipedia). From what I read, you're much better off trying trying to find &#34;natural&#34; chocolate if you are going for the health benefits.  On the other hand... I'm totally addicted to this chocolate! At first I found it too bitter and ate it along with some grapes to help sweeten it up, but after a few nights my palate has changed and am loving it just the way it is. Too bad about the Dutch processing.  If you are going for the healthiest brand regardless of price, it looks like the Xocai brand is the way to go. Not only is it natural, but it's cold pressed (heating the chocolate also removes flavinoids) and is sweetened with açai berries. I couldn't find any data on how big of a difference in flavanoid content of cold pressed and non-cold pressed chocolate, but I doubt it's worth the current cost.  There's a few good dark chocolates available here at amazon that are natural and dairy free with high cocoa content including: Dragoba makes an 87% cocoa organic chocolate bar, and Endangered Species makes one at 88% (Black Panther Extreme Dark Chocolate). Stay away from bars that don't post their ingredients on Amazon (such as Green & Black's organic 85% cocoa dark chocolate bar which contains whole milk).  If you love chocolate half as much as me, you should really look into getting   http://www.amazon.vote/gp/product/B00FPGLMLA",682,605,56.0
221,7174,7175,__label1__,5,N,Grocery,B00B04JJKW,"Field Trip Jerky Teriyaki No. 23 All Natural Beef Jerky, 2.2 Ounce",Great products,"Softer jerkies tend to have a lot of water which requires the preservatives. Jerky is supposed to be tough to a degree- especially if you are only using muscle meat and not anything else The guy who says it's like a ""teriyaki flavored shoe"" is over exaggerating.<br />I don't think Field Trip sacrificed anything in terms of quality to achieve an all natural healthy option to all the other jerkies out there.",681,544,6.0
222,7178,7179,__label1__,5,N,Grocery,B000RK4BFI,Grey Poupon Dijon - 10 Ounces,Crazy delicious stuff!,This might be the best tasting mustard I've ever had. Mindblowingly good when you eat it with some grilled franks with cheese and onions on top of it. Crazy delicious stuff!!,681,602,71.0
223,7261,7262,__label1__,5,N,Grocery,B005WXMPMQ,"La Tourangelle Toasted Sesame Oil – Rich, Deep, Delicious Flavor – All-natural, Expeller-pressed, Non-GMO, Kosher – 16.9 Fl. Oz.",Bad but,This was not what I was expecting but I found a different use for it which turned out to be unbelievably delicious. I hope they keep the current formula since I want to use more of this.,682,575,20.0
224,7265,7266,__label1__,5,N,Grocery,B00196497O,"Manitoba Harvest Hemp Oil, 60 Softgel Capsules (Pack of 3)",Great dietary supplement.,Great dietary supplement. I use this product for my father as an extra diet to give him extra strength as he is recovering from a CA. I also use [[ASIN:B00L5MYQRU Arisi-Tol All Natural Anti-inflammatory Support Sugarless Cannabidiol (CBD) Lozenge Tablets - Dietary Supplement for Occasional Inflammation / Pain (60)]] as an anti-inflammatory product for him. Both are made from hemp oil. Both works fine.,679,599,16.0
225,7269,7270,__label1__,5,N,Grocery,B001ELL9GI,"Navitas Naturals Organic Raw Cacao Nibs, 16-Ounce Pouches (Pack of 2)",Addicted!,"I love these! I love chocolate but am cutting back on sugar. I make a morning chocolate smoothie with these, add them to my pumpkin bread and banana bread, and cut back on chocolate chips in my chocolate chip cookies by replacing some of them with these. The flavor is outstanding and the Navitas brand always tastes very fresh.",681,633,181.0
226,7293,7294,__label1__,5,Y,Grocery,B004T7ZESS,"Doctor Kracker Snackers, Pumpkin Seed Cheddar, 6 Ounce (Pack of 6)",The best snack crackers around!,These crackers and the Klassic 3 Seed are our favorite. They are filling and good for you too! Love them!,679,571,119.0
227,7297,7298,__label1__,5,N,Grocery,B0029XDZIK,"Keurig, The Original Donut Shop, Medium Roast, K-Cup Counts, 50 Count",Best K Cup,Fantastic bargain for a pack of 50! I always buy from Amazon over K cup website because of the great prices. Donut Shop K cups are my favorite flavor. Perfect for any time of day.,679,594,57.0
228,7308,7309,__label1__,5,N,Grocery,B00N98OQ5U,Beautyrest Boomerang Pillow,I love this product!,"When I saw the advertisement for this pillow on television, my curiosity was piqued.  I did some research and found this first, but this was a better deal: http://www.amazon.vote/gp/product/B0045UF6E6/  I have been wanting a new pillow for quite a while as I have been waking up with a sore neck and back in the mornings. I decided to give this one a try.  After the first night, I was not impressed. It seemed awkward and each time I shifted during the night, I had to think about how I was supposed to position my head. I decided that one night was probably not sufficient test time for this pillow. I have slept on it 5 nights now and I really like it. The support for my back is great and just what I was looking for. The way that it wraps around my head makes me feel cozy and supported. I would recommend this pillow for any side sleepers out there looking for a different, more supportive pillow.",684,658,63.0
229,7322,7323,__label1__,5,Y,Grocery,B00A0OLTJ2,"Heavenly Tea Leaves Tea Sampler, Green Tea, 4 Count",Organic and Delicious,"This is a really nice arrangement of some really good green teas.  I've been drinking loose leaf teas for years but have been trying to get my mate to jump on board with me.  She really liked these teas.  The Green tea family is a good first group of teas to try if you are new to the tea world.<br /><br />Here is another good green tea sampler, full of flavor; [[ASIN:B00HC4Y7RY Award Winning Green Teas:Loose Tea Trio Sampler-Moroccan Mint,Green Pomegranate,Jasmine Pearls]].  The Moroccan mint from this one is the best I've ever tasted.<br /><br />Just be sure to follow the instructions as each tea will have slightly different steeping requirements.  And if at all possible, use bottled water over tap.  It makes a difference!",681,609,87.0
230,7344,7345,__label1__,5,Y,Grocery,B00PFDH0IC,"Jade Leaf - Organic Japanese Matcha Green Tea Powder, Culinary Grade (For Blending & Baking) – [30g Starter Size]",Vibrant green color!,"I just tried this for the first time and the first thing I noticed was the vibrant, bright green color of this Matcha. This has been a great addition to my morning routine. I add it to my post workout shake and it goes well with the other ingredients.",678,561,12.0
231,7349,7350,__label1__,5,N,Grocery,B00JL6LTLI,"LÄRABAR Renola Grain-Free Granola, Cocoa Coconut, 1.18 oz, 15 Pack",Very nice Product,this product is so tasty. It's delicious and healthy. Also it has a right amount of sugar and calories that's why it's so good. Will buy more.,662,449,73.0
232,7350,7351,__label1__,5,N,Grocery,B00BF3X5SK,"Earth's Best Organic Stage 3, Zucchini & Broccoli Medley, 6 Ounce Jar (Pack of 12)",Waddaya know,"My kid actually likes this. Who would have thought? I remember my kid brother and sister spitting anything green and leafy out. You can grind them up all you like, but they still wouldn't swallow them.",682,588,10.0
233,7354,7355,__label1__,5,N,Grocery,B0002PSOJW,"Huy Fong, Sriracha Hot Chili Sauce, 17 Ounce Bottle",perfect hot sauce,I use this on everything from tacos to enchiladas and its got the perfect taste spice wise and has garlic in there for added flavor. I recommend this to anyone that likes spicy foods - and dont buy it here get it at the local grocery store or walmart.,681,600,42.0
234,7378,7379,__label1__,5,N,Grocery,B00BCMU7T4,"Knox Gelatine Unflavored, 4 Count (Net Wt. 1 Ounce)",If you like firmer gelatin,"If you like firmer gelatin, jellos, cathedral window, and even cheesecake, then Knox is your go-to. Amazon delivers it fresh, not stale. Higly recommendable.",682,618,100.0
235,7438,7439,__label1__,5,N,Grocery,B0081ALNL6,"3 Boxes of Wu-Long (Oolong) Premium Slimming Tea - All Natural Diet Oolong Tea , 100% Pure and the Original",Why Not?,"So, here's the thing. This tea was recommended to me by a friend, and I was unsure about it at first.<br /><br />Then I did some research and I liked what I found. It is all natural, and nothing is added to it. I love tea anyway, so I decided to give it a try.<br /><br />I have to say, I really like it.<br /><br />I decided that I would commit to switching out coffee or soda and drink the tea instead to see how I feel. So far it has been great. I have lost weight, but even more than that, I just generally feel better.<br /><br />I plan on sticking with it, and will report back with more results.",682,644,105.0
236,7481,7482,__label1__,5,N,Grocery,B000YHNQSC,Anthon Berg Liquor Filled Dark Chocolates Holiday Gift Box Assortment Pack (Pack of 64),"So help me, God",I bought a pack of this before and that's it. I am a chocolate lover and I love the idea of alcohol being mixed in it. Plus they're really cute!!! I was lucky enough to receive a set of this from a dear friend 2 months ago and I still haven't opened it! I just find them too precious that I don't want to devour them!!!! Shocks.,682,666,197.0
237,7496,7497,__label1__,5,N,Grocery,B000E65OII,"Celestial Seasonings Cinnamon Apple Spice Herbal Tea, 20 Count (Pack of 6)",Great Taste,This tea tastes as good as it smells. Just enough amount of cinnamon and a great blend of apple and cinnamon. Definitely recommended.,680,573,105.0
238,7511,7512,__label1__,5,N,Grocery,B0029XLH4Y,"Keurig, Coffee People, Jet Fuel, K-Cup Counts, 50 Count",Really enjoyed this one,"I undesrtand why this wouldn't be on the top of the coffee must haves, the name seems to put some people off. No it doesn't taste like jet fuel, although I havent tried one yet mself but I can say this tastes more like some really good coffee. I used to drink Organic but it doesn't seem to be available anymore. I drank it because I liked the taste, not because of the name. I've tried other X-bold K-cups but this seems to be the one I always end up buying.",682,626,144.0
239,7513,7514,__label1__,5,N,Grocery,B00M9OJ6AK,"60 HiLine Coffee Variety Capsules: Delicious Alternative to Nespresso Capsules, Nespresso Pods, Nespresso Coffee",It's beautiful! !!!,"I found Hiline while looking for a good price and alternatives to Nespesso. I gave it a shot and I'm glad I did! Coffee from Hiline has nice aroma and most importantly the lively, fresh and bold taste. Actually, a couple of weeks ago I've been sent a new blend - Greenwich Village, which is new and I did not had a chance to find it on Amazon (packaging with macaroons in a brown bag) OMG! It's beautiful! They definitely know how to make good coffee. I'll be waiting for the official launch!",682,650,144.0
240,7515,7516,__label1__,5,N,Grocery,B00Q3MUBB2,Hamilton Healthcare Organic Extra Virgin Cold Pressed Coconut Oil Pure & Unrefined - 16 Ounce (1 lb),This product is amazing! When I use it on my hair,"This product is amazing! When I use it on my hair, it becomes super soft and just love it. Not does it just feel good, it smells great too! This is a great product is very recommended. Try it out!",668,442,28.0
241,7533,7534,__label1__,5,N,Grocery,B000G82L62,"Lundberg Wild Blend Rice, 16 Ounce (Pack of 6)",Perfect muscle builder,Calories are important for building muscles but the best calories come from sources that are easy to process. Brown rice has been the best I've found and this is the best brown rice I've found.,681,588,26.0
242,7579,7580,__label1__,5,Y,Grocery,B001EQ5JLE,"PG Tips Black Tea, Pyramid Tea Bags, 240-Count Box (Pack of 2)",Great everyday drinking tea,"They say that PG Tips black tea is the number one brand in Britain. One taste will certainly show you why.  This is rich and full of flavor. I think that even if you are not really a big tea drinker this would be the perfect brand to try. This totally blows away anything that you are likely to find here in the supermarket. You will also appreciate the fact that the flavor and consistency produced by this brand is one of the better that you will find. It is very nice for drinking every day.<br /><br />Of course, there are also those times when you want to add a little bit of variety to things. In that case, might I suggest taking a look at this item: [[ASIN:B00HC582FQ Organic Black Teas Loose Tea Trio Sampler - Earl Grey Crème, Sweet Almond Wild Berry, Sweet Hot Cinnamon (2 Oz) + Free Stevia (5 Grams)]]<br /><br />This one gives you some interesting black tea choices. Although I had heard about Earl Grey tea from watching Captain Picard in Star Trek: TNG, actually trying this was quite amazing. For those times when I want something a bit spicy, I really go in for the sweet hot cinnamon. The other option is tea that combines almonds with a fruit flavor finish--you will end up loving this! Try these today.",682,665,218.0
243,7585,7586,__label1__,5,N,Grocery,B00GGBLPVU,"Colavita Extra Virgin Olive Oil, 68 fl Ounce",Great for almost everything!,I started using olive oil for all my dishes after tasting this. It really made a difference in my cooking and the people tasting it can attest to that. It just elevates to a whole new spectrum of flavors!,678,505,12.0
244,7622,7623,__label1__,5,N,Grocery,B0051OKFW8,Twix Caramel Fun Size-11.40 oz,Yum Yums,Twix caramel cookie bars are yum yums. They are absolutely delicious and i love that I can buy them in a big bag.,681,608,162.0
245,7646,7647,__label1__,5,N,Grocery,B0081KMBE4,Sweet Leaf Liquid Stevia Watermelon 2 OZ,A Real Sweet Deal,"I'm not a big fan of how much sugar it takes to make Koolaid, but I love flavored water.  I like Crystal Light, but it can get expensive sometimes. Splenda makes me nauseated.  I can use almost a whole bottle of Mio on two cups of water. So, that wasn't a good deal either.  When I heard of the power of Stevia to actually sweeten, I decided to give it a try. I got the watermelon flavored kind and now can't stop using it.  It really sweetens and has an awesome taste! Just a few drops and you've got a great tasting beverage.",682,662,238.0
246,7647,7648,__label1__,5,N,Grocery,B000F3Q6W8,"Dubble Bubble Gumball Refill, 8 Flavors, 3.3 lbs",What a blast from the past,Such fast shipping. I bought this for a baby shower party favor but had to keep out a few for my own personal enjoyment. What a blast from the past.,682,587,6.0
247,7678,7679,__label1__,5,N,Grocery,B0009F3SAK,"Yogi Teas Detox,16 Tea Bags, (Pack of 6)",Super good for detox,"These tea bags solve a lot of my problems. Drinking them makes me feel cleaner, healthier and overall, just a happy person!<br />They also make some really great ingredients for adding into some drinks that I like to make. The taste just reminds me of how healthy I'm living even if sometimes I feel like I'm not living healthy enough.<br /><br />I highly recommend them.",681,628,171.0
248,7719,7720,__label1__,5,N,Grocery,B00433ICSC,"Philippine Brand Dried Mango, 20-Ounce Pouches (Pack of 2)",nice 20-ouncer,"The Philippines rocks! They make the best dried mangoes across the planet. It's not too sweet, nor is it too conservative when it comes to enrolling the flavor of mangoes in your taste buds.",682,604,48.0
249,7720,7721,__label1__,5,N,Grocery,B001KU2TZI,JIF Peanut Butter Creamy 40 oz Jar (2 Pack),family favorite,"A firm favorite with all of the humans and all of the dogs in our happy household, this is a no-brainer on the shopping list. The amazon price is competitive, I think.",680,509,1.0
250,7773,7774,__label1__,5,Y,Grocery,B00LFSOSRM,"All Natural Stevia Powder - No fillers, Additives or Artificial Ingredients of Any Kind - Highly Concentrated Stevia Extract Sugar Substitute (125g)",Best Tasting Stevia!!,"Great Tasting Stevia with no bitterness and no aftertaste. If you taste it directly, it is not very pleasant, however when added to beverages or anything else it tastes amazing! Highly recommended!!! Best Stevia Powder on the market!",682,614,122.0
251,7777,7778,__label1__,5,N,Grocery,B00LFV9JV4,MENELAUS 100% Organic Greek Extra Virgin Olive Oil,Excellent Olive Oil!,"OMG! This is the olive oil of olive oils. I have never tasted anything like it. I don't know if it's that it is a single variety of olive, or very fresh according to the harvest year printed on the bottle, or just the land on which these olive trees are grown. This oil adds extraordinary flavor to anything you put it on and trust me, you're going to want to put it on everything! The website also shows the lab analysis, so it may be that it is so high in polyphenols. Love the burlap bag that it is delivered in. Will be giving these bottles as gifts. Thank you Menelaus for bringing a truly exceptional olive oil to the market.",682,653,56.0
252,7793,7794,__label1__,5,N,Grocery,B0060JNAE8,"Zoe Extra Virgin Olive Oil, 1 Liter Tins (Pack of 2)","Excellent olive oil, all natural","This is a really good olive oil. It's one of the best olive oils I have ever tried, and if you are somebody who appreciates a good one, this is it.",679,465,10.0
253,7814,7815,__label1__,5,Y,Grocery,B0104012R0,"Natural Sea Salt, Fine Sea Salt, 16 Ounces",Amazing Sea Salt,This sea salt has been a big improvement. This sea salt provides more flavor than regular table salt. Looks like we will be using sea salt from now thanks to this natural sea salt. It does come in a nice resealable 16 ounce bag.,681,592,17.0
254,7819,7820,__label1__,5,N,Grocery,B003EJ9KLO,"Kodiak Cakes Flapjack and Waffle Mix, Frontier, 24 Ounce (Pack of 6)",So contradictory,"Even after being a fan of this product for a while, I still can wrap my head around the contradiction of the packaging and the product itself. The packaging is just so unappetizing and yet the pancakes I make are so delicious every time!",681,647,43.0
255,7859,7860,__label1__,5,N,Grocery,B003XB3NNE,Coconut Secret Organic Raw Coconut Flour-16 Oz,Should be in every kitchen,"Flavor is excellent, reliability is a little different than flour, so I'm going to have to determine how to alter some ofnthe factor I use it for. But I really like that it's great in fibers and gluten-free",682,632,100.0
256,7887,7888,__label1__,5,Y,Grocery,B00H7MT3PM,"Miracle Tree - Organic Moringa Superfood Tea, 25 Individually Sealed Tea Bags, Mango",Miracle Tree's Mango + Moringa Tea is MY FAVORITE moringa tea,"Miracle Tree's Mango + Moringa Tea is MY FAVORITE moringa tea, hand's down.  No wonder the teas are award nominated... WOW!  I tried the teas with a few drops of honey and absolutely flipped, it's soo delicious.  I love the fact that these teas are from Sri Lanka (any tea drinker knows that Sri Lanka makes the best quality teas)!  I also love the fact that the teas come with added benefits like vitamins and minerals... just amazing.<br /><br />Overall, Miracle Tree teas are a great value, very high quality, and best of all, organic.  If you're on the post on Moringa or if you're looking for a new tea to try out - definitely try out Miracle Tree - you won't be disappointed.",682,623,160.0
257,7890,7891,__label1__,5,N,Grocery,B00THKS6NW,"Newport Skinny Tea 21 Day Detox Plan The Best Slimming Tea Drink that Thousands of Busy Women Use Daily to Get Lean, Lose Weight and Feel Great Again, Contains Green Tea, Garcinia Cambogia, Yerba Mate, Oolong, Fast Acting, it helps rid body of cellulite, bloat, gives energy",fabulous product.,"This is a fabulous product.Love this tea! It's become an essential part of my exercise regimen. Definitely miss it when I'm out, and it tastes great too! I would recommend this product to anyone looking to try something different for a diet supplement if nothing else has worked for you.",682,648,125.0
258,7895,7896,__label1__,5,N,Grocery,B004NB79VU,Aqua Blue Swirl Pops (24 Pcs) 14 Oz. Blueberry Flavor.,Big babies,These were used as part of the edible decorations at my baby shower. You should have seen us like big babies.,679,502,
259,7915,7916,__label1__,5,N,Grocery,B005Y1L0BS,"Tim Hortons Arabica Medium Roast Coffee, 32.8 Oz",We love Tim Hortons,"In my opinion, Tim Hortons makes the best coffee at the best price. I also love the Chocolate and the Cappuccino mix! In fact, the whole family loves all Tim Hortons beverage mixes..especially the kids (chocolate). How we wish a Tim Hortons cafe will open in our place but for now, thanks, Amazon, for having Tim Horton products available for us! :)",681,643,219.0
260,7939,7940,__label1__,5,Y,Grocery,B002M0885K,"Disney Pixar Get Well Basket, Birthday Gift Baskets for Boys and Girls 3-8",This Basket deserves a 5 star rating,Well designed gift basket. All items were as described and we are pretty pleased with it. Every item was of very high quality. Was a good buy indeed.,619,261,19.0
261,7952,7953,__label1__,5,N,Grocery,B00LV8CJGS,"Kaneyama Yaki Sushi Nori / Dried Seaweed (Vacuum-packed/re-sealable), Gold Grade, Full Size, 50 Sheets",TOOOO GOOOODD!!!!!,Sushi is an addictive cuisine and these seaweeds make them even more addictive.The vacuum sealed pack maintained the freshness of the weeds and were very tasty and evenly roasted when we used them. A wonder product for regular sushi eaters.<br />LOVED IT!!,681,618,103.0
262,7956,7957,__label1__,5,N,Grocery,B001D3K2AG,"Eclipse Sugar Free Gum, Polar Ice, 60 Piece Big E Bottles (Pack of 4)",Super fresh,"This gum is sooo fresh. I really love it because no matter what I have to hide (coffee, garlic, etc). I love the flavor and it has a very fresh taste.",681,582,142.0
263,7967,7968,__label1__,5,N,Grocery,B00H0KDFZK,Yacon Syrup 100% Pure Organic Raw Yacon Root Extract,Fantabulous Yocon.,"Exceptional honey syrup,medicated for weight loss.It is very delicious and energetic .<br />As it is an organic product ,there are no side effects .Definitely recommend it to everyone who want to loose weight, feel and look better.",682,622,166.0
264,7975,7976,__label1__,5,N,Grocery,B00286KM2A,"Lipton Gallon-Sized Black Iced Tea Bags, Unsweetened 48 ct Gallon Size","Convienant Packaging, delicious taste","I have been drinking lipton iced tea for what seems like forever. If you drink a lot of tea, then the packaging is perfect for you. Everyone in my family drink iced tea so it is nice to be able to quickly and easily make a gallon without much mess. I would also recommend this iced tea mix, [[ASIN:B009PIEW3O 100% Pure Instant Iced Tea Powder (Unsweetened) 8 oz. - Buy One Get One Free!]]. It comes in a resealable foil bag so whether you want to make a bunch or just a cup its quick and easy to do. Plus it is literally the only tea I've tasted that actually rivals lipton without even adding any sweetener to it, really really good.",683,618,134.0
265,8017,8018,__label1__,5,N,Grocery,B00014JNI0,"YS Organic Bee Farms CERTIFIED ORGANIC RAW HONEY 100% CERTIFIED ORGANIC HONEY Raw, Unprocessed, Unpasteurized - Kosher 32oz",The best,There is really nothing like it and it is supposed to be so good for you. I use it as a sugar alternative and whenever I can. Even a spoonful by itself is a treat.,684,672,64.0
266,8031,8032,__label1__,5,N,Grocery,B009W9HMK6,"Kilambé Coffee, Super Premium Gourmet Nicaraguan Coffee, Certified USDA Organic, Single Source, Fairly Traded, High Mountain, Shade Grown,Handpicked, Spring Washed, Sun Dried, Mycotoxin Free, Kosher 12 Oz. (Light Roast, Whole Beans)",Excellent Coffee!,"These light roast coffee beans makes the perfect cup for me. It just has the right taste and I can get lost in its distinct aroma. It doesn't smell like any ordinary coffee. I can tell by the smell that it's the top-of-the-line kind of coffee beans. I also like the fact that these beans are spring water washed and sun dried. That just makes them fresher and a lot tastier compared to the others. This is definitely a must-try, especially if you love coffee!",681,645,237.0
267,8034,8035,__label1__,5,N,Grocery,B0093NRWPG,"Dove Sea Salt and Caramel Promises, 8.5 Ounce",Only at amazon!,I've been scouring the supermarket looking for these and they were here all along! Sea salt caramel and chocolate make a great combination.,682,581,20.0
268,8049,8050,__label1__,5,N,Grocery,B00T1043CQ,"Nabisco, Oreo, Limited Edition, Red Velvet Sandwich Cookies with Cream Cheese Flavored Creme, 10.7oz Bag (Pack of 3)","that couldn't be any good, could it","At first glance, I didn't expect much from a golden Oreo cookie. The tradition of the Oreo has worked perfectly for decades and now there's a golden version of it? Nah, that couldn't be any good, could it?<br /><br />But then I popped one in my naive mouth.<br /><br />So good. SO GOOD. The birthday cake Oreo could be my new favorite cookie! Tastes like funfetti too. I quickly grabbed as many as I could fit into my desperate hands and retreated back to my lair. Let me tell you this - limiting yourself to just one will be impossible. Resistance is futile.<br /><br />The cream is a bit sweeter than the regular Oreo, and the wafer might be yellow cake or something. It's actually not clear what the wafer flavor is supposed to be. Either way, I hope the birthday cake Oreo sticks around. They've got something here...",682,663,143.0
269,8056,8057,__label1__,5,N,Grocery,B000JSLYSU,"Cadbury Flake Chocolate Bars 23.5g, 6-Count",These are my favorite chocolate bar by Cadbury,These are my favorite chocolate bar by Cadbury.  I received this package and was so pleased with the product.<br />Each bar was fresh and not broken. I am going to order more and more every month!!,678,576,105.0
270,8058,8059,__label1__,5,N,Grocery,B00269YPBS,Simply Organic Nutmeg Ground CERTIFIED ORGANIC 2.3oz. bottle,great for the holiday season,I love having organic nutmeg around for the holiday season. It can be used to add just a little extra flavor to a variety of seasonal drinks.,679,604,73.0
271,8063,8064,__label1__,3,N,Grocery,B004SKVWNW,"Gerber Good Start Gentle Powder Infant Formula, 23.2 Ounce",works well,"This is as I expected. The price per is the lowest I've found. I was also able to find at my local grocery store for the same price though. This formula works well for my twins who both have reflux, it mixes well and doesn't stay foamy.",682,655,106.0
272,8064,8065,__label1__,5,N,Grocery,B007TJGY6O,"Coffee People Donut Shop Coffee, Regular Medium Roast, K-Cup Portion Count for Keurig Brewers 24-Count (Pack of 4)",Yummy!,"This is the best coffee we have had with our Keurig, and we've tried a lot!I was so happy to see that Amazon offers a two pack of this great Donut Shop Coffee. This is a great combination of Strong ""wake me up"" with a smooth elegant finish with the slight after taste of chocolate. I would recommend this one to anyone!",678,626,173.0
273,8086,8087,__label1__,5,N,Grocery,B0042TVKZY,"Ferrero Rocher, Flat 48 Count",mouth-watering!,"Aside from almonds, another food that I can't live without is chocolate.<br />Specifically, the brand that I always buy is Ferrero.<br />The chocolate has the exact taste that I adore.<br />Every inch of it is mouth-watering.",681,615,86.0
274,8087,8088,__label1__,3,N,Grocery,B001BM4JLC,"Earth's Best Organic, Infant Formula with Iron, 23.2 Ounce (Packaging May Vary)",Packaging is terrible,"The formula has been great. We've been using it for 6 months and have had no problems. However, the new packaging is terrible. After the aluminum safety seal is removed it leaves a sharp edge and my husband and I have both cut our hands on multiple containers multiple times.",682,493,2.0
275,8088,8089,__label1__,5,N,Grocery,B00M2OGS08,Surge Citrus Flavored Soda 16fl oz. 12 cans,YUMMYYYYY,I THOUGHT THESE WERE OUT OF MANUFACTUER! I HAD NO CLUE THEY STILL MADE THESE. I ABSOLUTELY LOVE SURGE ITS SOOOOOOO DELICOUS!!!!!!!,682,503,
276,8102,8103,__label1__,3,N,Grocery,B002PNUDCU,"Gimbal's Fine Candies Cherry Lovers, 38-Ounce Jar",addictive candies,I was grabbing some candy to share at the office and picked these up simply because I'd had a request for something that wasn't chocolate. Little did I know that these addictive candies would disappear faster than anything else!,681,595,28.0
277,8111,8112,__label1__,5,N,Grocery,B0019QG5CG,9GreenBox - Juniper Tree Bonsai Best Gift,excellent juniper tree,"Tree arrived in good shape. I have had it for a month and it is still living. I have placed it in my office on my desk. I have gotten a lot compliments about my office decoration. It feels like a little pet. Great for any room, highly recommended.",664,329,1.0
278,8121,8122,__label1__,5,N,Grocery,B000G82L62,"Lundberg Wild Blend Rice, 16 Ounce (Pack of 6)",Good rice,tasty whole grain wild rice. the packaging is great and easy to close back up for later use. serve often with dinner.,675,543,48.0
279,8126,8127,__label1__,3,N,Grocery,B00D5QPC1S,"Peets Coffee & Tea Single Cup Coffee Dark Roast, Major Dickason's Blend K-cup, 16 Count",it's quite expensive although it does taste good. It has a nice roasted flavor without the ...,it's quite expensive although it does taste good. It has a nice roasted flavor without the bitterness. But it's not as flavorful as regular coffees do.,681,552,53.0
280,8127,8128,__label1__,3,N,Grocery,B00BP36S7U,"Miracle Noodle Shirataki Gluten Free Rice, 8-Ounce (Pack of 6)",worth the price,I have tasted the rice.<br />The flavor is the same as that in my mother country.<br />I love it. Great product,680,549,38.0
281,8134,8135,__label1__,5,Y,Grocery,B00KACQMCS,"Flavor God #1 Best-Selling, Everything Seasoning, 1 Bottle, 5 oz",heaven in my mouth,"This seasoning has forever changed food for me. I LOVE FOOD! (who doesnt haha) but adding the Flavor God Everything seasoning, to literally EVERYTHING has been a life changing experience for me! Its absolutely exceeds every expectation I had. I first came across their products on their Instagram account and was very intrigued. I saw so many photos shared of chicken, and other foods with this seasoning sprinkled on them. I saw a whole bunch of recipes that literally made my mouth water. I knew I had to try it!<br /><br />Once I ordered it I couldnt wait to get it, constantly seeing photos of delicious food with this added to the recipes I knew it was going to be out of the world. I love that this product is low in sodium and gluten free. Due to a thyroid disorder Ive had to change my diet drastically and it makes me happy knowing that I can sprinkle this seasoning onto food and actually enjoy my meal! I dont have to worry about my food tasting bland, I know I can always add this to everything! My boyfriend who is a very picky eater is obsessed with it too! The taste is just out of this world!<br /><br />This seasoning has so many good flavors packed into it. ( garlic, onion, cumin, paprika, etc. ) Ive recently started putting it on veggies such as potatoes and avocados, it makes all food so much more enjoyable.<br /><br />I HIGHLY recommend this product!<br />Flavor god is an amazing company that is constantly expanding. They now even have a desert seasoning that I cant wait to try!",680,570,15.0
282,8162,8163,__label1__,5,N,Grocery,B000CD9P88,Callebaut Baking Cocoa Powder 2.2lb. bag,second choice,"My first choice when it comes to cocoa powder comes from a very exclusive source and is really hard to get. When I'm running tight, this is an excellent substitute that comes close to the same richness.",682,625,12.0
283,8178,8179,__label1__,5,N,Grocery,B00G6I14Y6,"Zombie Cajun Hot Sauce Gift Set, Gourmet Basket Includes 4 (6oz) Bottles of the Best Louisiana Hot Sauce - Garlic, Jalapeno, Habanero, and Cayenne Pepper, Plus a  Zombie Gifts Book",favorite,I've always loved zombie hot sauce the best.  It's quite hard to find them. I think this is a really great set to gift me.,681,632,73.0
284,8185,8186,__label1__,3,N,Grocery,B001IZK7P4,"Eden Organic Wild Berry Mix, 4-Ounce Package (Pack of 5)",This product is natural,"You can tell that this product is natural because some of the dried (blue) berries have a certain tart to it, unlike the sweetened versions out there. The nut to fruit ratio is nice, and I think this is a nice snack to stash around instead of reaching for other temptations.",682,584,83.0
