,DOC_ID,LABEL,RATING,VERIFIED_PURCHASE,PRODUCT_CATEGORY,PRODUCT_ID,PRODUCT_TITLE,REVIEW_TITLE,REVIEW_TEXT
2366,2367,__label1__,3,N,Electronics,B000ENRQ3M,RCA WHP141B 900MHZ Wireless Stereo Headphones,Wouldn't waste the money twice!,3 stars because the Bluetooth idea is amazing. The sound however is crap. I use these as a hands free device. Helps when I'm driving or busy with my hands. Sucks the volume is crap. If you buy you'll be spending money on better ones.
2375,2376,__label1__,1,N,Electronics,B00O7Q4IBU,Mpow Muze Wireless Touch Bluetooth 4.0 Stereo Headphones,"Wuz great at first, nao it is not as great... T_T",Lookin gud when I got it from da mail<br /><br />Smelled funky<br /><br />Worked aite<br /><br />Then it bumped da ground and did not want to speak to me anymore...<br /><br />Was an alright headset til it stopped talkin to me...
2390,2391,__label1__,3,N,Electronics,B001TP8NKO,"Timex T227BQ3 Large Display Alarm Clock Radio with MP3 Line-In, Black",Doesn't hold accurate time,I like this clock because it's easy to set and it's nice and loud which suits me well because I normally have a hard time waking up in the morning. I hate the fact that it docent keep accurate time. I have to reset it almost once a week because it will be off. not the worst thing but you would think an alarm clock would be abel to hold time accurately.
2408,2409,__label1__,1,N,Electronics,B0036VO2B8,"C2G / Cables to Go Audio Unlimited Premium 900MHz Wireless Indoor/Outdoor 2 Speaker System with Remote and Dual Power Transmitter, Black (SPK-VELO-003)",speaker review,"Picked this out as a Christmas gift for myself and my husband purchased it for me. It work great for just over a year, and the speakers have quit working. Not sure why but it will not even turn on.. Dock still seems fine. Liked it a lot when it worked but way too much money for a short term system"
2469,2470,__label1__,1,Y,Electronics,B005PXPKQQ,Sony XL-5200 Replacement Lamp w/Housing,DO NOT BUY!!! WASTE OF MONEY!!! DOES NOT LAST!,"Just like everyone else, my bulb burnt out in my TV, I decided to go with this brand of replacement bulb for the great price, even though it had mixed reviews.<br /><br />The bulb only lasted two days before burning out. Returning the bulb was a hassle and not worth the time. I got my refund and went with a different bulb here on Amazon that STILL WORKS after three months. I was so relieved to not have to worry about being able to watch my TV or not.<br /><br />If you need a QUALITY replacement lamp, go here ------&#62; http://amzn.to/1kyLOcy<br /><br />It is nearly the same price and is on Amazon as well, trust me you won't be dissappointed!!!"
2501,2502,__label1__,2,N,Electronics,B00C3ZTK9M,"Sound Appeal Wireless Bluetooth Weatherproof Speakers (Black, 6.50 Inch, Pair)",Signal drops out,I like that this set comes with 2 speakers. Wattage is OK. The only issue is the short range. Not what I expected from a set of wireless speakers.
2539,2540,__label1__,1,N,Electronics,B00AXXOBEK,Panasonic DMP-MST60 Smart Network Media Streaming Player with Built-In Wi-Fi,Didnt work,"I was very unhappy with this streaming device. It would not connect to my router, so I had to box it up and send it back."
2607,2608,__label1__,1,N,Electronics,B0036VO2B8,"C2G / Cables to Go Audio Unlimited Premium 900MHz Wireless Indoor/Outdoor 2 Speaker System with Remote and Dual Power Transmitter, Black (SPK-VELO-003)",Crappy sound,Don't buy these speakers if you want decent sound quality. These speakers sound like my clock radio. Very cheaply made.
2671,2672,__label1__,1,Y,Electronics,B00RTTJRV8,"HDTV Antenna, Liger® Ultra-Thin Indoor Antenna 40 Mile Range - Receive HD Television Signals for Free - Plugs Directly Into Your TV - Includes Adhesive & Stand","just not work and receive fewer channel also the quality is bad, I am not sure I got lemon but ...","This antenna booster really not work at all, even I tried in my house or my daughter's house, just not work and receive fewer channel also the quality is bad, I am not sure I got lemon but I am so disappointed.  *** We do follow the instruction and we are not close to the tower and still not work!"
2713,2714,__label1__,1,N,Electronics,B00MIYET9E,"Pyle PCA12BT Bluetooth Mini Blue Series Stereo Power Amplifier, 2 x 25 Watt, USB Charge port, AUX (3.5mm) Input Connector Jack",Distortion,"There was considerable distortion, mostly on the right channel when running this amp in Bluetooth mode. It was working better when hard wired to the source."
2735,2736,__label1__,2,N,Electronics,B009AR2U2U,"WraptorSkinz Solids Collection Skin for Beats Solo HD Headphones, Royal Blue Headphones Sold Separately",Not recommended.,"Not good. Get a pair of these instead. http://www.amzn.gift/B004WZVO68/  Just for the record, I'm not your typical jaded 'beats hater', largely (well probably solely) because I didn't plunk down my own hard-earned cash on these expecting to be blown away. I simply had a bunch of Macy's store credit and gift cards with no better place to go than on some new cans. I figured they would be disappointing but passable and that's exactly what they are.  I hope this review was helpful!"
2764,2765,__label1__,2,N,Electronics,B00C404VC2,"Bluetooth 5.25"" Indoor/Outdoor Weatherproof Patio Speakers (Black- pair)- by Sound Appeal",Rusted grill,I am somewhat pleased with these speakers. However there is one issue. Both speaker grills showed some rust.
2765,2766,__label1__,1,N,Electronics,B005HY4UJ6,Philips AD7000W/37 Fidelio SoundAvia Wireless Speaker with AirPlay,Nightmare system... Don't buy!,"Won't connect wirelessly. Now after eight months out of warranty, the volume controls refuse to work. It is stuck on the loudest setting. This is a decent product, however there are multiple issues with the factory firmware"
2805,2806,__label1__,1,N,Electronics,B003F7R7SI,Soundcast SurroundCast - Wireless Receiver / Transmitter Audio System,Interfers with WIFI!,"I realized too late that the Surroundcast works at the same 2.4 GHz frequency as my home WiFi. While the Surroundcast doesn't mind my WiFi, I get quite a reduction in speed on my WiFi as soon as the SurroundCast starts transmitting. I did try changing the channels on my router but I am still having this issue."
2893,2894,__label1__,2,N,Electronics,B0006DONOK,Naxa NAM-984 Dual Handheld Wireless Microphone Starter Kit with Wireless FM Receiver,Debatable quality,"I've had this for about a month now, while the quality doesn't seem the best it is still working.  Picking up too much background noise though.  The price is low but I would rather have paid more and gotten something with a higher quality."
2894,2895,__label1__,1,N,Electronics,B00C3ZTK9M,"Sound Appeal Wireless Bluetooth Weatherproof Speakers (Black, 6.50 Inch, Pair)",Big clunking noise - then silence,"After powering up the speakers and syncing with my phone, there was a loud clunking sound. After that silence. Now the speakers won't even sync anymore."
2991,2992,__label1__,2,N,Electronics,B002MSHQ46,Sony Digital Reader Touch Edition - Red (PRS600RC),screen frozen,The product is quite disappointing to me. The screen is frozen all the time and doesn't respond on touch so I cannot access my library. Compared to the 1st editions this one has much smaller memory and I did not find the way to open several books a once. I'm returning the item and would prefer to exchange this for a previous version.
3006,3007,__label1__,1,N,Electronics,B003Q9PG24,XL-2400 Replacement Lamp with Housing for Sony TVs,DO NOT BUY!!! WASTE OF MONEY!!! DOES NOT LAST!,"Just like everyone else, my bulb burnt out in my TV, I decided to go with this brand of replacement bulb for the great price, even though it had mixed reviews.<br /><br />The bulb only lasted two days before burning out. Returning the bulb was a hassle and not worth the time. I got my refund and went with a different bulb here on Amazon that STILL WORKS after three months. I was so relieved to not have to worry about being able to watch my TV or not.<br /><br />If you need a QUALITY replacement lamp, go here ------&#62; http://amzn.to/1hbRRnT<br /><br />It is nearly the same price and is on Amazon as well, trust me you won't be disappointed!!!"
3013,3014,__label1__,1,N,Electronics,B008FQMUYK,Beats by Dr. Dre Pill - Black (Old Model - Discontinued by Manufacturer),Does not work with iPhone 5,"I should have listened to all of the reviews I read about how this product does not pair well with the iPhone 5. Instead, I was captivated by the look and sound of the Pill and ignored the reviews, thinking they were all posted by anti Apple people. I was wrong.<br /><br />DON'T MAKE THE SAME MISTAKE!!<br /><br />The Beats Pill is easy to pair with the iPhone and the sound is great. However, after 40-45 min, the connection breaks and the music stops. At first I thought it was a wifi problem or a problem with my phone app (Pandora). But, after repairing my iPhone 5 the problem continued. I switched to iTunes and had the same problem - the connection kept breaking. I used my son's iPhone 5 and had the exact same problem.<br /><br />I visited the Apple store (where they sell this item) and asked if they knew of any problems. Their reply - - ""We haven't heard of any problems and haven't had any returns"". Really? I find that hard to believe.<br /><br />I returned the Pill and purchased the JamBox and have NEVER had a problem with the pairing. Sure, the sound was better from the Beats Pill and the look is definitely more appealing. But, I am not getting rid of my iPhone.<br /><br />I am an Apple person and own iPads, iPhones, iPods, and MacBooks. So my review is not anti Apple. This item does not stay paired with the iPhone 5. If you own one, DO NOT purchase the Beats Pill."
3056,3057,__label1__,1,N,Electronics,B004W8ICGK,Electrified 915B403001 Replacement Lamp with Housing for Mitsubishi Projectors,DO NOT BUY!!! WASTE OF MONEY!!! DOES NOT LAST!,"Just like everyone else, my bulb burnt out in my TV, I decided to go with this brand of replacement bulb for the great price, even though it had mixed reviews.<br /><br />The bulb only lasted two days before burning out. Returning the bulb was a hassle and not worth the time. I got my refund and went with a different bulb here on Amazon that STILL WORKS after three months. I was so relieved to not have to worry about being able to watch my TV or not.<br /><br />If you need a QUALITY replacement lamp, go here ------&#62; http://amzn.to/1x9f9zw<br /><br />It is nearly the same price and is on Amazon as well, trust me you won't be dissappointed!!!"
3086,3087,__label1__,2,N,Electronics,B0011TS8LM,"JLab Audio J4 Heavy Bass, Rugged Metal In-Ear Headphone, GUARANTEED FOR LIFE - Obsidian Black",it has gotten worse,"I have these for months. About a week ago I started noticing that I have audio only in one ear. But the mono ear experience jumps between the right and the left depending on the way I hold and wiggle the wire. And as the days go by, it has gotten worse. It now sometimes has no sound in both ears. I know I didn't pay a lot for this, but I certainly expected it to work for at least a year."
3139,3140,__label1__,2,N,Electronics,B00BI22U3O,Sony BDVE3100 5.1 Channel Home Theater System,Real quick and to the point - Sounds is clear ...,"Real quick and to the point - Sounds is clear, set EQ settings no adjustments, bass only deep on CD music, lots of online apps, overall ok but only for a starter unit would have not bought if had listened in-store first."
3149,3150,__label1__,1,N,Electronics,B0012KZNP4,Pyle Home PCA1 30-Watt Stereo Mini Power Amplifier,Seriously?,I didn't realize that this amp would run into distortion when I turn it up to more than around 5 Watts. This amp is advertised as a 30 Watt amp. The actual specs are far from that figure. Very disappointed especially after reading all of those positive reviews.
3165,3166,__label1__,1,N,Electronics,B00KO89LL2,2 MNKE IMR 26650 30A 3500mAh Rechargeable High Drain Flat Top Batteries,"Bad , Zero stars !",these batteries and charger are no good batteries last less than 1 hour I don't buy them charger breaks apart when you taye it from wall socket I wasted my money please don't do the same ultra fire batteries made in china no good
3167,3168,__label1__,1,Y,Electronics,B00WGSE5Q4,[Charging Port Improve] InaRock® 10W Hi-Fi Portable Wireless Bluetooth 4.0 NFC Speaker 5 LED Light Visual Display Mode Powerful Sound with Build in Microphone Support Hands-free Function TF Card,"it looks beautiful but it is just a junk,only worked for about 1.5 weeks,then it can not work any more,","it looks beautiful but it is just a junk,only worked for about 1.5 weeks,then it can not work any more,"
3298,3299,__label1__,1,Y,Electronics,B00VG90446,"Flexion KS-902 Kinetic Series Wireless Bluetooth Noise Cancelling Headphones with Microphone, Black",i only can take out let it become cool then i use it again,"This bluetooth i only use one day about 2 hours, both of my ear feel very Itch, aslo the skin have some Erythema, i must go hospital take some medicine, i doubt this bluetooth have some poison material; also when i used about half hour, the bluetooth very hot, i only can take out let it become cool then i use it again. This one really let me upset, because i cost 50usd take this poor quality one."
3314,3315,__label1__,1,N,Electronics,B000NUYW92,"JVC HARX300 Full-Size Headphones, Black",cheap product,"I purchased these a month ago, and just used them for the first time today. I plugged them into my computer, only one side worked. I thought maybe it might be my computer jack, so i plugged it into my zune. Same thing happened. Not only did one side not function, but if i moved the cord in any way, the sound would come in and out. These were cheap, in cost and in function."
3339,3340,__label1__,1,N,Electronics,B00I9HC50O,Grace Digital GDI-BTAR512 100-Watt Digital Integrated Stereo Amplifier with Built-In AptX Bluetooth Wireless Receiver (Black),Died,The amplifier ran fairly hot and then died after 2 hours. I have not made any mistakes setting up the unit. I followed the user manual to the letter. My speakers are a pair of Klipsch 8 Ohm 80 Watt speakers.
3390,3391,__label1__,1,Y,Electronics,B00SDZSEMU,"Deeteck Ultra-Thin Indoor HDTV Antenna ,Digitally Amplified for Higher Performance- 35 Mile Range",Waste of money,Deeteck Ultra-Thin Indoor HDTV Antenna is just a scam. I buy this product few days ago and if any customer ask me about this scam product i must say dont buy. Its totally waste of money. Picture quality is horrible. HDTV lolz... its like a .... Anyway if you rely on me leave it!
3408,3409,__label1__,2,N,Electronics,B00D5EFQSY,Sylvania SP288 2.0 Channel Bluetooth Tower Speaker (Black),Not the best,"This speaker has good sound, but the blue tooth only works half the time. When it does finally pick up you never know when its just going to cut off again.  Spending the extra money on a better one might have been better."
3478,3479,__label1__,1,Y,Electronics,B00TJWOMCC,"Flexion KS-901 Kinetic Series Wireless Bluetooth Headphones Noise Cancelling Headphones with Microphone/Running/Gym/Exercise/Sweat proof for iPhone 6, 6 Plus, 5 5C 5S 4 & Android","very poor quality, so many reviews are cheat customer","Charged these and used them for less than an hour before the battery died. They would not accept another charge, and I was never able to get them to turn on again. Overall they appear rather cheaply constructed. On/off and volume buttons felt flimsy. I wouldn't have been surprised if the control buttons broke, too, very poor quality, so many reviews are cheat customer. Amazon cant admit this seller sell again"
3493,3494,__label1__,1,Y,Electronics,B00WGSE5Q4,[Charging Port Improve] InaRock® 10W Hi-Fi Portable Wireless Bluetooth 4.0 NFC Speaker 5 LED Light Visual Display Mode Powerful Sound with Build in Microphone Support Hands-free Function TF Card,What a disappointing product,"At first it did exactly what it was supposed to do. Decent sound quality, battery life left something to be desired but that was ok because I really only used the speaker when I was doing things in the bathroom/getting ready in the morning. However in the following weeks the battery life got worse, to the point I couldn't unplug it and now the speaker is pretty much unusable because it keeps cutting in an out while connected to Bluetooth.  I would not buy this product again and I would not recommend it to anyone."
3511,3512,__label1__,2,N,Electronics,B001BGGD8A,SANGEAN WR-11 AM/FM Table Top Radio,Not what I wanted,"Great looking radio but the quality is less then great. For the price that I paid, I feel I should have gotten better quality."
3561,3562,__label1__,1,N,Electronics,B003F7R7SI,Soundcast SurroundCast - Wireless Receiver / Transmitter Audio System,Only faint audio,"I was quite excited when I received the Surroundcast. I have been waiting for them for almost a week. After setting everything up, I started to play my favorite movie. However, the volume coming from the speakers was very faint. I tried to tweak the settings and also adjust the volume at my home theater receiver for the rear channels. Unfortunately, I'm still not getting enough volume from these speakers. So I ended up returning this kit and hard wired my speakers to my home theater receiver. Quite disappointed."
3574,3575,__label1__,1,N,Electronics,B00I8Y6V9E,TotalMount Roku Mounting System,Not good,Not impressed with the quality of this mount. It is not sturdy and my roku did not fit on it properly. i have the Roku 3 but still no good.
3581,3582,__label1__,2,N,Electronics,B002TUC64W,"eForCity TOTHHDMVGA6F VGA to HDMI M/M Cable, 6-Feet, Black",Monitor was not able to recognize it,Apparently this product looks good. The graphic card on my computer has a HDMI port so I thought of buying this product but even a brand new monitor from Dell was not able to recognize it. I don't know if this a compatibility issue or something wrong with the product.
3588,3589,__label1__,1,N,Electronics,B00474ORI6,8GB 1.8''LCD Screen MP4/MP3 Player Media/Music/Audio Player with FM Radio,"Disappointed, really","Poor quality, the button just broke instantly after a month. Just a waste of money, not glad with this."
3594,3595,__label1__,2,N,Electronics,B00A4V22G0,Dayton Audio WS-12 Sub-Link XR 2.4 GHz Wireless Audio Transmitter/Receiver System for Subwoofers (Black),Problems with WiFi,"I have a fairly remote access point for my WiFi. I had purchased this subwoofer kit to set up some active speakers on my balcony. Even though this product is called subwoofer kit, it is actually a full-frequency audio link. After reading the positive reviews I gave it a try.<br /><br />Unfortunately it turns out that no matter where I place either of the wireless units, as soon as the receiver links up with the transmitter, my WiFi is gone. No more access to the AP. Bummer."
3632,3633,__label1__,1,N,Electronics,B0049Z89MS,Polk Audio F/X Wireless Surround Sound (Black),Doesn`t work for me,"We purchased this F/X speaker as an option for rear speakers for our living room. The setup was pretty straightforward. The user manual that comes with the speakers is pretty self-explanatory. So that wasn't the problem. Unfortunately, every time someone uses the Internet in our house, the speakers would drop the sound. We tried changing frequency of wireless router but the speakers still don't work reliably. They typically work for less than one minute before dropping the audio for a few seconds. This is really annoying. I had some high hopes given that the speakers were made by a brand-name manufacturer."
3637,3638,__label1__,2,N,Electronics,B004RKQM8I,Sony MDRZX100 ZX Series Stereo Headphones (White),too big,"I know this sounds really funny, but honestly, this is NOT for normal sized heads and definitely NOT for a child sized head.. I am an adult and this thing is just too big even at the shortest setting for me..."
3658,3659,__label1__,1,N,Electronics,B00AXXOBEK,Panasonic DMP-MST60 Smart Network Media Streaming Player with Built-In Wi-Fi,Horrible,I have owned several streaming devices and this is by far the worse i have ever used. Will not connect and buffers all the time.
3664,3665,__label1__,1,N,Electronics,B00DE4MI2M,Sabrent Weather Resistant 2.4 GHz Wireless Indoor/Outdoor 150 Ft Stereo Speaker System with Remote and Dual Power Transmitter (SP-TOUR),Interfers with my WiFi,"I had great hopes for this wireless speakers. While it works in principle, it does shut down my wireless network. Whenever the speaker is anywhere near my laptop, my LAN will drop completely. As such this speaker is useless to me."
3686,3687,__label1__,1,N,Electronics,B007Z7KX62,AUVIO® 2.4GHz Wireless Speaker Kit,Broke 2 times in a row,The first kit I purchased worked for around 1 day. The second day all I could hear was a slow pulsing noise. I returned the kit for a replacement which arrived after 10 days.<br /><br />The replacement worked for around one hour and then quit. Not even a pulsing noise. I am now returning this for a refund.
3695,3696,__label1__,1,N,Electronics,B003SP4QAE,"Energizer Smart Rechargeable Charger for AA/AAA Batteries, with 4 AA Batteries Included - 1400mAh",bad charger..,"This charger seems to have a shelf life that is shorter than the batteries it's meant to charge. The first time I tried to charge it, no lights came on. Okay, maybe it needs two batteries to charge. Still no dice. Okay, maybe it needs four batteries to work. Nope, try again."
3713,3714,__label1__,1,N,Electronics,B001AN0E7K,"C2G / Cables To Go 40405 3.5 mm M/F Stereo Audio Extension Cable, Black (1.5 feet/0.45 Meters)",Hey!,So where's the sound? This is definitely long and the first time I used it the sound was actually top notch but now there's nothing! What the heck?
3729,3730,__label1__,2,N,Electronics,B008JGR9MO,OontZ Angle Bluetooth Speaker [ORIGIINAL] Ultra Portable Wireless with Built in Mic up to 10 Hour Playtime works with iPhone iPad tablet Samsung and smart phones - Black Grille,"Doesn't give off the nice, full sound that i would have wanted for ...","Doesn't give off the nice, full sound that i would have wanted for a speaker. it's not even cheap and yet it cant perform as expected."
3738,3739,__label1__,2,N,Electronics,B002MAPSQM,SanDisk Sansa Clip+ 2 GB MP3 Player (Black),not play.,"Had to send it back because after I loaded my music onto it, it would not play. I like the brand because I had one before and it was great and played great, will have to reorder, since I have paid for this one I sent back, hoping the company will send me another one."
3743,3744,__label1__,2,N,Electronics,B00ISHBOQ6,Metal Clip Digital MP3 Player FM Radio LCD Screen for 2/4/8/16GB TF Card Blue,TERRIBLE!!,"TERRIBLE!!!!!!!!! for the cheap price, I guess I shouldn't have expected much. This mp3 player does not even REGISTER on any computer. I have plugged this thing into several computers, old and new, updated Windows and MAC/APPLE computers and it does NOT let me load any music on it. It just plugs in and says &#34;USB device ready to use&#34; but it doesn't even let me find the drive on the computer to load any files on it. I want my money back for this knockoff."
3747,3748,__label1__,2,N,Electronics,B008DS0XYE,Beats Solo HD On-Ear Headphone (White) (Discontinued by Manufacturer),$200 fashion statement,"Title says it all... You can do much better as far as sound quality for far less money. They have decent bass, stylish looks, fair build quality, but simply are not the headphones for serious listeners.<br />They performed pretty good on hip-hop, but if you are into anything else, and expect $200 worth of sound, these fall way short. In fact for half the money, you can get a set of Sennheisers that out perform these hands down.<br />In my opinion they are simply a name brand fashion accessory and not a performance headphone. Guess it boils down to:<br /><br />Are you looking for great sounding headphones? - these are not it. They get points for style, and bass performance is solid.<br />Mids and upper frequencies are muddy and lack luster. They simply fall flat for most music.<br /><br />Are you looking for a fashion accessory and don't really care much for sound over looks and branding? These are your headphones. They do look nice, are fairly comfortable for semi-long wear. They have a solid ( but boomy ) bass response, but really.... At $200, they are just over priced bling.<br /><br />To each their own, I think if people were honest, they couldn't possibly justify the price to performance, had they actually listened to some good headphones. Or perhaps they just need to attempt a justification for spending $200 on these, but bottom line is: if you want performance, sound quality, build quality, and maybey not so much the looks and the branding. You can do much much better in a set of Grados or Sennheisers. If you just want ridiculous bass you can get the Klipsch for $50 less and they sound just as good, if not better. I can't tell ya what you like, but I know good sound... And you may have noticed I didn't mention several other over priced branded headphones that I seen others mention. Basically for all the same reasons... You can do a lot better for a lot less money. But even if you decided to buy a $200-$300 set of Grados or Sennheisers, you are gonna get what you paid for, and they will completely destroy the branded price equivalent.<br /><br />That's my opinion : )"
4149,4150,__label1__,5,N,Electronics,B00HB77ZS0,"Hello Kitty 37209R-TRU Bluetooth Speaker, Colors May Vary",A must be item,"The design was cute + the sound quality was really great, it doesn't have any buzzing sounds on it. Also it was easy to carry as it was lightweight and can be put in your small bags. Good for people who always use different kinds of gadgets as it supports any gadgets that uses blue tooth. Well it was worth of my money and my daughter really love this one."
4174,4175,__label1__,5,N,Electronics,B006RG232O,Pyle Home PHSA5 5.1 Home Theater System With Active Subwoofer and Five Satellite Speakers,Value!,"Serious surround sound with them.<br /><br />The bass speaker pounds and has RCA line outs to add on to the system.<br />The satellite speakers support highs perfectly, the sound is crisp.<br /><br />The system is definitely budget friendly.<br />These are built very well and an exceptional value."
4203,4204,__label1__,5,N,Electronics,B00BEWF4R2,"Twisted Veins Two (2) Pack of (6 ft) High Speed HDMI Cables + Right Angle Adapter and Velcro Cable Ties (Latest Version Supports Ethernet, 3D, and Audio Return)",The ties work great for what they are and I have had no ...,The ties work great for what they are and I have had no connection issues at all with the right angle adapter.
4230,4231,__label1__,5,Y,Electronics,B00R64WSVM,"SoundPal Free Spirit 12 Watt Rugged Bluetooth Water-resistant Shockproof Wireless Speaker with 1800mAh Battery, Compatible with all Bluetooth Devices - Black/Black",AMAZING speaker,This thing cranks out tons of volume and bass. AMAZING speaker and look forward to using it wherever I go....its like a portable theatre. Highly Recommended.
4287,4288,__label1__,5,Y,Electronics,B00VV1DGX0,G-Cord Portable Wireless Bluetooth 4.0 Audio Music Receiver Adapter with 3.5mm Stereo Output,"Good,no.....Its Great!",I've been very glad to purchase this item and really like that it has a built in battery so that it can remain working even after it is disconnected from its power source. This makes it easy to connect other device to charge when i using the a USB car charger.
4308,4309,__label1__,5,N,Electronics,B00HDVIHIG,KRIËGER 1700 Watt Voltage Transformer 120V to from 230V AC outlet American European Step up down Converter 50 60 Hz outlets with 2.1A USB includes IEC German Schuko Nema 5-15P cord connection MET certified approved under UL CSA,WORKED LIKE A CHARM!!,"We use this to run a treadmill we bought in France. With other transformers of comparable size, we found our circuit breaker would shut down when we energized the transformer. But this one has no such issue. There seems to be no impact at all on our electrical system when we power this unit. And the treadmill works great."
4460,4461,__label1__,5,Y,Electronics,B00VV1DGX0,G-Cord Portable Wireless Bluetooth 4.0 Audio Music Receiver Adapter with 3.5mm Stereo Output,Listen To TV At Your Own Volume,"no charging needed and it was the easiest setup. Just turn on the device, connect via bluetooth and started listening to my music in my car radio. Device lasts up to 8 hours of playing, which is quite a lot."
4485,4486,__label1__,5,Y,Electronics,B00R64WSVM,"SoundPal Free Spirit 12 Watt Rugged Bluetooth Water-resistant Shockproof Wireless Speaker with 1800mAh Battery, Compatible with all Bluetooth Devices - Black/Black",5 stars to this speaker!,"I was looking for a portable speaker and decided to try this Free Spirit 12 by SoundPal.<br />I was surprised at the size of this speaker and has a huge difference in sound quality from my other portable speakers. I could definitely hear the lows and the highs and more importantly the bass. I selected this model in color black with the red dots.<br />The speaker did not take long to charge on the initial charge. I paired my iPhone with my new speaker and played a few songs from my device. I then listened to some music from Sirius and Pandora. I was definitely hearing vibrant and lifelike music.<br />I initially liked the &#34;voice&#34; that helps with the pairing of the devices. I can see how it might get annoying after awhile, but I didn't find how to turn it off anywhere in the user manual.<br />While connected to my iPhone, I can adjust the volume from my device or from the speaker.<br />I'm very happy with my purchase. Money well spent. I do highly recommend this speaker."
4640,4641,__label1__,5,Y,Electronics,B00NGX7Z6K,Joha - Bluetooth v3.0 + EDR Mini Speaker - Black - JBS602,But the sound of a large performance is not bad.,I'm surprised to receive a report size . Really small and cute. But the sound of a large performance is not bad .
4651,4652,__label1__,5,Y,Electronics,B00ODC9ETY,Sentey??? In-ear Headphones Amplitude X90 (Black/Silver) wit,Works really good the sound is amazing good quatily,this works great you should always get this for your earbuds it keeps him save one break good quality
4681,4682,__label1__,5,N,Electronics,B001TH7GSW,AmazonBasics Digital Optical Audio Toslink Cable - 6 Feet (1.8 Meters),Good Inexpensive Optical Cable - Works as Advertised,"There seems to be no shortage of cable standards on the market today, and there is no sign that these trends will tapper off any time soon. I've been perfectly happy with my component-cable connection for my audio devices. Sure, having too many components can be a major hassle and contributes to the proliferation of cables behind your electronic media center. But I was unpleasantly surprised when I found out that my latest HDTV did not support component audio and I had to purchase a separate optical cable.<br /><br />Fortunately, Amazon offers a very competitively priced good quality optical cable. As I already mentioned, I haven't had much of an experience with these cables, but AmazonBasics Digital Optical Audio Toslink Cable seems to be as good as you could possibly hope for. It is durable, flexible, and long enough to connect any two devices. The sound quality is exceptionally good and only limited by the audio system that you are using. There is absolutely no reason to buy a more expensive cable from a different brand. I highly recommend it."
4698,4699,__label1__,5,Y,Electronics,B00NIBK47W,Sound Intone Ms200 Stereo Headsets Strong Low Bass Headphones Earbuds for Smartphones Mp3/4 Laptop Computers Tablet Macbook Folding Gaming Earphones (Black/blue),lovely headphone for music lover,"These are great headphones especially for music lover mind.  Its HIFI strong low bass speaker included. Only when I went up to higher than normal listening levels did the midst really sound kind of &#34;muddy&#34;. But music lover and most people wouldn't listen to audio at these levels, so I find that perfectly fine. Even at louder than ideal listening levels I didn't have ear pain with these, so I do think they'd be great for music lover."
4709,4710,__label1__,5,N,Electronics,B003ZDNZT2,Verbatim 4.7GB up to 16x Branded Recordable Disc DVD-R 100-Disc FFP 97460,Great Disks,These are some great disks. I've recorded 20 so far and every single one of them has been great. I checked quite a few too and none of them have any scratches and none of them have those smudge marks like those on other disks.
4715,4716,__label1__,5,Y,Electronics,B008BNO40U,Wireless Speaker Kit with 2 Wireless Amplifiers,"Happy, happy, happy!","The sound quality of this wireless kit is amazing! I can't tell the difference between the sound coming from speakers that are connected to the kit versus speakers that I have hard wired to my Sony receiver. Also, the Amphony tech support is the best that I have ever dealt with."
4717,4718,__label1__,5,N,Electronics,B003ZDNZSI,"Verbatim 700MB 52x 80 Minute Branded Recordable Disc CD-R - 100-Disc Spindle, FFP 97458",Five Stars,"Very reasonably priced, convenient packaging and no recording flaws discovered. What more can I say?"
4795,4796,__label1__,5,N,Electronics,B00AZFMOS6,808 Over-The-Ear Stereo Headphones - Gloss Black (HPA88BKG),Great Sound and Very Comfortable,"As I'm writing this these headphones are going for under forty bucks here and that's a super deal. Are these worth the retail price of a hundred and twenty. They might be. They sound great. They're very comfortable. They look good. The build quality might be a little better. I can see spending one twenty for these and being happy, but at the price they're going for now, I'd be over the moon. These are a good deal, great sound and not much money. You can't beat that."
4961,4962,__label1__,5,Y,Electronics,B003BHHIA4,"C&E CNE11274 Mini DisplayPort to DVI Female Adapter Cable for MacBook, MacBook Pro, iMac, MacBook Air and Mac mini",Perfects syncs my MacBook Pro with my new non Mac monitor,"I have heard a lot of bad things *knock on wood* about mixing 'Mac Products'' with 'Non Mac Products' and was hesitant in purchasing this adapter, but in not wanting to spend a small fortune on another Mac item I bought it, and was so pleased to see it worked perfectly in syncing my new ViewSonic monitor for a dual monitor effect."
4968,4969,__label1__,5,N,Electronics,B00J18PFIO,SunLabz® AAA Rechargeable Batteries (8 Pack) Highest Performance NiMH 1000mAh,Very handy batteries!,These batteries are perfect for the price! I would probably still love them if they weren't rechargeable but the fact that they are doubles the value in my opinion. They arrived quickly in a cute little package and have been working like a champ ever since I put them into my remotes in the house. I think I found my go-to batteries!
